,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
577,0,3229,2739.0,110.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
578,1,1782,2232.0,107.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
579,0,3182,2917.0,161.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
580,2,6540,0.0,205.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
581,0,1836,33837.0,90.0,360.0,1.0,0,0,1,1,0,1,0,1,0,0,0,1
582,0,3166,0.0,36.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
583,1,1880,0.0,61.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
584,1,2787,1917.0,146.0,360.0,0.0,0,0,1,0,1,1,0,1,0,1,0,0
585,1,4283,3000.0,172.0,84.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
586,0,2297,1522.0,104.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
587,0,2165,0.0,70.0,360.0,1.0,1,1,0,1,0,0,1,1,0,0,1,0
588,0,4750,0.0,94.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
589,2,2726,0.0,106.0,360.0,0.0,0,0,1,0,1,1,0,0,1,0,1,0
590,0,3000,3416.0,56.0,180.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
591,2,6000,0.0,205.0,240.0,1.0,0,0,1,0,1,1,0,0,1,0,1,0
592,3,9357,0.0,292.0,360.0,1.0,1,0,1,1,0,1,0,0,1,0,1,0
593,0,3859,3300.0,142.0,180.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
594,0,16120,0.0,260.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,0,1
595,0,3833,0.0,110.0,360.0,1.0,1,0,1,1,0,0,1,1,0,1,0,0
596,2,6383,1000.0,187.0,360.0,1.0,0,0,1,0,1,0,1,0,1,1,0,0
597,0,2987,0.0,88.0,360.0,0.0,0,0,1,1,0,1,0,1,0,0,1,0
598,0,9963,0.0,180.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
599,2,5780,0.0,192.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
600,3,416,41667.0,350.0,180.0,1.0,0,1,0,1,0,1,0,1,0,0,0,1
601,0,2894,2792.0,155.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
602,3,5703,0.0,128.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
603,0,3676,4301.0,172.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
604,1,12000,0.0,496.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
605,0,2400,3800.0,146.41216216216216,180.0,1.0,0,0,1,0,1,0,1,1,0,0,0,1
606,1,3400,2500.0,173.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
607,2,3987,1411.0,157.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
608,0,3232,1950.0,108.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
609,0,2900,0.0,71.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
610,3,4106,0.0,40.0,180.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
611,1,8072,240.0,253.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
612,2,7583,0.0,187.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
613,0,4583,0.0,133.0,360.0,0.0,0,1,0,1,0,1,0,0,1,0,1,0
